Execution time summary:
 mean (ms)   median (ms)    max (ms)     min (ms)     std (ms)  
   0.8311       0.8311       0.8312       0.8311       0.0000   
               
Node Name                                                                                                                                                           Ops                                                                                                                                                                 Time(us)  Time(%)  Shape           Inputs  Outputs  Measurements(us)  
tvmgen_welder_divide_cast_multiply_add_27                                                                                                                           tvmgen_welder_divide_cast_multiply_add_27                                                                                                                           7.818     0.409    (1, 768)        4       1        [7.818]           
tvmgen_welder_divide_cast_multiply_add_353                                                                                                                          tvmgen_welder_divide_cast_multiply_add_353                                                                                                                          7.818     0.409    (1, 1, 768)     4       1        [7.818]           
tvmgen_welder_divide_cast_multiply_add_324                                                                                                                          tvmgen_welder_divide_cast_multiply_add_324                                                                                                                          7.814     0.409    (1, 1, 768)     4       1        [7.814]           
tvmgen_welder_divide_cast_multiply_add_121                                                                                                                          tvmgen_welder_divide_cast_multiply_add_121                                                                                                                          7.813     0.409    (1, 1, 768)     4       1        [7.813]           
tvmgen_welder_divide_cast_multiply_add_179                                                                                                                          tvmgen_welder_divide_cast_multiply_add_179                                                                                                                          7.813     0.409    (1, 1, 768)     4       1        [7.813]           
tvmgen_welder_reshape_transpose_338_nn_batch_matmul_339_reshape_reshape_transpose_reshape_340                                                                       tvmgen_welder_reshape_transpose_338_nn_batch_matmul_339_reshape_reshape_transpose_reshape_340                                                                       7.813     0.409    (1, 1, 768)     2       1        [7.813]           
tvmgen_welder_divide_cast_multiply_add_266                                                                                                                          tvmgen_welder_divide_cast_multiply_add_266                                                                                                                          7.808     0.408    (1, 1, 768)     4       1        [7.808]           
tvmgen_welder_reshape_transpose_309_nn_batch_matmul_310_reshape_reshape_transpose_reshape_311                                                                       tvmgen_welder_reshape_transpose_309_nn_batch_matmul_310_reshape_reshape_transpose_reshape_311                                                                       7.804     0.408    (1, 1, 768)     2       1        [7.804]           
tvmgen_welder_reshape_transpose_164_nn_batch_matmul_165_reshape_reshape_transpose_reshape_166                                                                       tvmgen_welder_reshape_transpose_164_nn_batch_matmul_165_reshape_reshape_transpose_reshape_166                                                                       7.802     0.408    (1, 1, 768)     2       1        [7.802]           
tvmgen_welder_reshape_transpose_106_nn_batch_matmul_107_reshape_reshape_transpose_reshape_108                                                                       tvmgen_welder_reshape_transpose_106_nn_batch_matmul_107_reshape_reshape_transpose_reshape_108                                                                       7.793     0.408    (1, 1, 768)     2       1        [7.793]           
tvmgen_welder_reshape_transpose_135_nn_batch_matmul_136_reshape_reshape_transpose_reshape_137                                                                       tvmgen_welder_reshape_transpose_135_nn_batch_matmul_136_reshape_reshape_transpose_reshape_137                                                                       7.778     0.407    (1, 1, 768)     2       1        [7.778]           
tvmgen_welder_reshape_transpose_193_nn_batch_matmul_194_reshape_reshape_transpose_reshape_195                                                                       tvmgen_welder_reshape_transpose_193_nn_batch_matmul_194_reshape_reshape_transpose_reshape_195                                                                       7.772     0.406    (1, 1, 768)     2       1        [7.772]           
tvmgen_welder_take_add_1                                                                                                                                            tvmgen_welder_take_add_1                                                                                                                                            7.718     0.404    (1, 1, 768)     3       1        [7.718]           
tvmgen_welder_add_reshape_81                                                                                                                                        tvmgen_welder_add_reshape_81                                                                                                                                        7.653     0.4      (1, 768)        2       1        [7.653]           
tvmgen_welder_add_reshape_197                                                                                                                                       tvmgen_welder_add_reshape_197                                                                                                                                       7.653     0.4      (1, 768)        2       1        [7.653]           
tvmgen_welder_add_reshape_168                                                                                                                                       tvmgen_welder_add_reshape_168                                                                                                                                       7.648     0.4      (1, 768)        2       1        [7.648]           
tvmgen_welder_add_reshape_110                                                                                                                                       tvmgen_welder_add_reshape_110                                                                                                                                       7.646     0.4      (1, 768)        2       1        [7.646]           
tvmgen_welder_add_reshape_255                                                                                                                                       tvmgen_welder_add_reshape_255                                                                                                                                       7.643     0.4      (1, 768)        2       1        [7.643]           
tvmgen_welder_add_reshape_139                                                                                                                                       tvmgen_welder_add_reshape_139                                                                                                                                       7.641     0.4      (1, 768)        2       1        [7.641]           
tvmgen_welder_add_reshape_313                                                                                                                                       tvmgen_welder_add_reshape_313                                                                                                                                       7.641     0.4      (1, 768)        2       1        [7.641]           
tvmgen_welder_reshape_transpose_transpose_329                                                                                                                       tvmgen_welder_reshape_transpose_transpose_329                                                                                                                       7.641     0.4      (12, 1, 64)     1       1        [7.641]           
tvmgen_welder_add_reshape_349                                                                                                                                       tvmgen_welder_add_reshape_349                                                                                                                                       7.641     0.4      (1, 1, 768)     2       1        [7.641]           
tvmgen_welder_reshape_transpose_18                                                                                                                                  tvmgen_welder_reshape_transpose_18                                                                                                                                  7.639     0.399    (1, 12, 1, 64)  1       1        [7.639]           
tvmgen_welder_reshape_transpose_transpose_213                                                                                                                       tvmgen_welder_reshape_transpose_transpose_213                                                                                                                       7.638     0.399    (12, 1, 64)     1       1        [7.638]           
tvmgen_welder_reshape_transpose_221                                                                                                                                 tvmgen_welder_reshape_transpose_221                                                                                                                                 7.636     0.399    (1, 12, 1, 64)  1       1        [7.636]           
tvmgen_welder_add_reshape_284                                                                                                                                       tvmgen_welder_add_reshape_284                                                                                                                                       7.635     0.399    (1, 768)        2       1        [7.635]           
tvmgen_welder_reshape_transpose_47                                                                                                                                  tvmgen_welder_reshape_transpose_47                                                                                                                                  7.626     0.399    (1, 12, 1, 64)  1       1        [7.626]           
tvmgen_welder_add_reshape_342                                                                                                                                       tvmgen_welder_add_reshape_342                                                                                                                                       7.621     0.398    (1, 768)        2       1        [7.621]           
tvmgen_welder_add_reshape_226                                                                                                                                       tvmgen_welder_add_reshape_226                                                                                                                                       7.618     0.398    (1, 768)        2       1        [7.618]           
tvmgen_welder_reshape_transpose_328                                                                                                                                 tvmgen_welder_reshape_transpose_328                                                                                                                                 7.618     0.398    (1, 12, 1, 64)  1       1        [7.618]           
tvmgen_welder_add_reshape_23                                                                                                                                        tvmgen_welder_add_reshape_23                                                                                                                                        7.616     0.398    (1, 768)        2       1        [7.616]           
tvmgen_welder_add_reshape_52                                                                                                                                        tvmgen_welder_add_reshape_52                                                                                                                                        7.616     0.398    (1, 768)        2       1        [7.616]           
tvmgen_welder_reshape_transpose_transpose_39                                                                                                                        tvmgen_welder_reshape_transpose_transpose_39                                                                                                                        7.614     0.398    (12, 1, 64)     1       1        [7.614]           
tvmgen_welder_reshape_transpose_212                                                                                                                                 tvmgen_welder_reshape_transpose_212                                                                                                                                 7.611     0.398    (1, 12, 1, 64)  1       1        [7.611]           
tvmgen_welder_reshape_transpose_38                                                                                                                                  tvmgen_welder_reshape_transpose_38                                                                                                                                  7.596     0.397    (1, 12, 1, 64)  1       1        [7.596]           
tvmgen_welder_mean_82                                                                                                                                               tvmgen_welder_mean_82                                                                                                                                               7.591     0.397    (1, 1)          1       1        [7.591]           
tvmgen_welder_reshape_transpose_76                                                                                                                                  tvmgen_welder_reshape_transpose_76                                                                                                                                  7.588     0.397    (1, 12, 1, 64)  1       1        [7.588]           
tvmgen_welder_reshape_transpose_250                                                                                                                                 tvmgen_welder_reshape_transpose_250                                                                                                                                 7.586     0.397    (1, 12, 1, 64)  1       1        [7.586]           
tvmgen_welder_mean_234                                                                                                                                              tvmgen_welder_mean_234                                                                                                                                              7.572     0.396    (1, 1, 1)       1       1        [7.572]           
tvmgen_welder_reshape_transpose_337                                                                                                                                 tvmgen_welder_reshape_transpose_337                                                                                                                                 7.568     0.396    (1, 12, 1, 64)  1       1        [7.568]           
tvmgen_welder_add_reshape_59                                                                                                                                        tvmgen_welder_add_reshape_59                                                                                                                                        7.567     0.396    (1, 1, 768)     2       1        [7.567]           
tvmgen_welder_mean_198                                                                                                                                              tvmgen_welder_mean_198                                                                                                                                              7.562     0.395    (1, 1)          1       1        [7.562]           
tvmgen_welder_mean_205                                                                                                                                              tvmgen_welder_mean_205                                                                                                                                              7.556     0.395    (1, 1, 1)       1       1        [7.556]           
tvmgen_welder_add_reshape_175                                                                                                                                       tvmgen_welder_add_reshape_175                                                                                                                                       7.552     0.395    (1, 1, 768)     2       1        [7.552]           
tvmgen_welder_mean_31                                                                                                                                               tvmgen_welder_mean_31                                                                                                                                               7.551     0.395    (1, 1, 1)       1       1        [7.551]           
tvmgen_welder_mean_111                                                                                                                                              tvmgen_welder_mean_111                                                                                                                                              7.551     0.395    (1, 1)          1       1        [7.551]           
tvmgen_welder_mean_147                                                                                                                                              tvmgen_welder_mean_147                                                                                                                                              7.548     0.395    (1, 1, 1)       1       1        [7.548]           
tvmgen_welder_mean_89                                                                                                                                               tvmgen_welder_mean_89                                                                                                                                               7.547     0.395    (1, 1, 1)       1       1        [7.547]           
tvmgen_welder_add_reshape_233                                                                                                                                       tvmgen_welder_add_reshape_233                                                                                                                                       7.547     0.395    (1, 1, 768)     2       1        [7.547]           
tvmgen_welder_mean_256                                                                                                                                              tvmgen_welder_mean_256                                                                                                                                              7.547     0.395    (1, 1)          1       1        [7.547]           
tvmgen_welder_mean_314                                                                                                                                              tvmgen_welder_mean_314                                                                                                                                              7.542     0.394    (1, 1)          1       1        [7.542]           
tvmgen_welder_mean_321                                                                                                                                              tvmgen_welder_mean_321                                                                                                                                              7.542     0.394    (1, 1, 1)       1       1        [7.542]           
tvmgen_welder_mean_118                                                                                                                                              tvmgen_welder_mean_118                                                                                                                                              7.532     0.394    (1, 1, 1)       1       1        [7.532]           
tvmgen_welder_add_reshape_146                                                                                                                                       tvmgen_welder_add_reshape_146                                                                                                                                       7.532     0.394    (1, 1, 768)     2       1        [7.532]           
tvmgen_welder_add_reshape_320                                                                                                                                       tvmgen_welder_add_reshape_320                                                                                                                                       7.532     0.394    (1, 1, 768)     2       1        [7.532]           
tvmgen_welder_mean_350                                                                                                                                              tvmgen_welder_mean_350                                                                                                                                              7.532     0.394    (1, 1, 1)       1       1        [7.532]           
tvmgen_welder_add_reshape_117                                                                                                                                       tvmgen_welder_add_reshape_117                                                                                                                                       7.527     0.394    (1, 1, 768)     2       1        [7.527]           
tvmgen_welder_add_reshape_30                                                                                                                                        tvmgen_welder_add_reshape_30                                                                                                                                        7.522     0.393    (1, 1, 768)     2       1        [7.522]           
tvmgen_welder_reshape_transpose_154                                                                                                                                 tvmgen_welder_reshape_transpose_154                                                                                                                                 7.522     0.393    (1, 12, 1, 64)  1       1        [7.522]           
tvmgen_welder_mean_285                                                                                                                                              tvmgen_welder_mean_285                                                                                                                                              7.522     0.393    (1, 1)          1       1        [7.522]           
tvmgen_welder_add_reshape_88                                                                                                                                        tvmgen_welder_add_reshape_88                                                                                                                                        7.517     0.393    (1, 1, 768)     2       1        [7.517]           
tvmgen_welder_mean_292                                                                                                                                              tvmgen_welder_mean_292                                                                                                                                              7.513     0.393    (1, 1, 1)       1       1        [7.513]           
tvmgen_welder_mean_169                                                                                                                                              tvmgen_welder_mean_169                                                                                                                                              7.503     0.392    (1, 1)          1       1        [7.503]           
tvmgen_welder_add_reshape_204                                                                                                                                       tvmgen_welder_add_reshape_204                                                                                                                                       7.503     0.392    (1, 1, 768)     2       1        [7.503]           
tvmgen_welder_mean_263                                                                                                                                              tvmgen_welder_mean_263                                                                                                                                              7.503     0.392    (1, 1, 1)       1       1        [7.503]           
tvmgen_welder_add_reshape_291                                                                                                                                       tvmgen_welder_add_reshape_291                                                                                                                                       7.503     0.392    (1, 1, 768)     2       1        [7.503]           
tvmgen_welder_reshape_transpose_308                                                                                                                                 tvmgen_welder_reshape_transpose_308                                                                                                                                 7.503     0.392    (1, 12, 1, 64)  1       1        [7.503]           
tvmgen_welder_mean_176                                                                                                                                              tvmgen_welder_mean_176                                                                                                                                              7.498     0.392    (1, 1, 1)       1       1        [7.498]           
tvmgen_welder_add_reshape_262                                                                                                                                       tvmgen_welder_add_reshape_262                                                                                                                                       7.498     0.392    (1, 1, 768)     2       1        [7.498]           
tvmgen_welder_reshape_transpose_270                                                                                                                                 tvmgen_welder_reshape_transpose_270                                                                                                                                 7.498     0.392    (1, 12, 1, 64)  1       1        [7.498]           
tvmgen_welder_reshape_transpose_105                                                                                                                                 tvmgen_welder_reshape_transpose_105                                                                                                                                 7.493     0.392    (1, 12, 1, 64)  1       1        [7.493]           
tvmgen_welder_reshape_transpose_125                                                                                                                                 tvmgen_welder_reshape_transpose_125                                                                                                                                 7.493     0.392    (1, 12, 1, 64)  1       1        [7.493]           
tvmgen_welder_mean_140                                                                                                                                              tvmgen_welder_mean_140                                                                                                                                              7.493     0.392    (1, 1)          1       1        [7.493]           
tvmgen_welder_mean_60                                                                                                                                               tvmgen_welder_mean_60                                                                                                                                               7.488     0.392    (1, 1, 1)       1       1        [7.488]           
tvmgen_welder_reshape_transpose_134                                                                                                                                 tvmgen_welder_reshape_transpose_134                                                                                                                                 7.488     0.392    (1, 12, 1, 64)  1       1        [7.488]           
tvmgen_welder_reshape_transpose_183                                                                                                                                 tvmgen_welder_reshape_transpose_183                                                                                                                                 7.488     0.392    (1, 12, 1, 64)  1       1        [7.488]           
tvmgen_welder_reshape_transpose_241                                                                                                                                 tvmgen_welder_reshape_transpose_241                                                                                                                                 7.488     0.392    (1, 12, 1, 64)  1       1        [7.488]           
tvmgen_welder_reshape_transpose_163                                                                                                                                 tvmgen_welder_reshape_transpose_163                                                                                                                                 7.483     0.391    (1, 12, 1, 64)  1       1        [7.483]           
tvmgen_welder_reshape_transpose_192                                                                                                                                 tvmgen_welder_reshape_transpose_192                                                                                                                                 7.483     0.391    (1, 12, 1, 64)  1       1        [7.483]           
tvmgen_welder_reshape_transpose_transpose_126                                                                                                                       tvmgen_welder_reshape_transpose_transpose_126                                                                                                                       7.481     0.391    (12, 1, 64)     1       1        [7.481]           
tvmgen_welder_reshape_transpose_96                                                                                                                                  tvmgen_welder_reshape_transpose_96                                                                                                                                  7.478     0.391    (1, 12, 1, 64)  1       1        [7.478]           
tvmgen_welder_reshape_transpose_279                                                                                                                                 tvmgen_welder_reshape_transpose_279                                                                                                                                 7.474     0.391    (1, 12, 1, 64)  1       1        [7.474]           
tvmgen_welder_mean_24                                                                                                                                               tvmgen_welder_mean_24                                                                                                                                               7.473     0.391    (1, 1)          1       1        [7.473]           
tvmgen_welder_reshape_transpose_299                                                                                                                                 tvmgen_welder_reshape_transpose_299                                                                                                                                 7.473     0.391    (1, 12, 1, 64)  1       1        [7.473]           
tvmgen_welder_reshape_transpose_transpose_184                                                                                                                       tvmgen_welder_reshape_transpose_transpose_184                                                                                                                       7.471     0.391    (12, 1, 64)     1       1        [7.471]           
tvmgen_welder_reshape_transpose_transpose_68                                                                                                                        tvmgen_welder_reshape_transpose_transpose_68                                                                                                                        7.449     0.39     (12, 1, 64)     1       1        [7.449]           
tvmgen_welder_reshape_transpose_transpose_242                                                                                                                       tvmgen_welder_reshape_transpose_transpose_242                                                                                                                       7.44      0.389    (12, 1, 64)     1       1        [7.44]            
tvmgen_welder_reshape_transpose_transpose_10                                                                                                                        tvmgen_welder_reshape_transpose_transpose_10                                                                                                                        7.434     0.389    (12, 1, 64)     1       1        [7.434]           
tvmgen_welder_reshape_transpose_67                                                                                                                                  tvmgen_welder_reshape_transpose_67                                                                                                                                  7.425     0.388    (1, 12, 1, 64)  1       1        [7.425]           
tvmgen_welder_reshape_transpose_9                                                                                                                                   tvmgen_welder_reshape_transpose_9                                                                                                                                   7.42      0.388    (1, 12, 1, 64)  1       1        [7.42]            
tvmgen_welder_reshape_transpose_transpose_271                                                                                                                       tvmgen_welder_reshape_transpose_transpose_271                                                                                                                       7.42      0.388    (12, 1, 64)     1       1        [7.42]            
tvmgen_welder_reshape_transpose_transpose_300                                                                                                                       tvmgen_welder_reshape_transpose_transpose_300                                                                                                                       7.419     0.388    (12, 1, 64)     1       1        [7.419]           
tvmgen_welder_reshape_transpose_transpose_155                                                                                                                       tvmgen_welder_reshape_transpose_transpose_155                                                                                                                       7.401     0.387    (12, 1, 64)     1       1        [7.401]           
tvmgen_welder_reshape_transpose_transpose_97                                                                                                                        tvmgen_welder_reshape_transpose_transpose_97                                                                                                                        7.396     0.387    (12, 1, 64)     1       1        [7.396]           
tvmgen_welder_mean_2                                                                                                                                                tvmgen_welder_mean_2                                                                                                                                                7.351     0.384    (1, 1, 1)       1       1        [7.351]           
tvmgen_welder_mean_227                                                                                                                                              tvmgen_welder_mean_227                                                                                                                                              7.351     0.384    (1, 1)          1       1        [7.351]           
tvmgen_welder_mean_343                                                                                                                                              tvmgen_welder_mean_343                                                                                                                                              7.351     0.384    (1, 1)          1       1        [7.351]           
tvmgen_welder_mean_53                                                                                                                                               tvmgen_welder_mean_53                                                                                                                                               7.333     0.383    (1, 1)          1       1        [7.333]           
tvmgen_welder_reshape_less_add_where_0                                                                                                                              tvmgen_welder_reshape_less_add_where_0                                                                                                                              7.039     0.368    (1, 1)          1       1        [7.039]           
Total_time                                                                                                                                                          -                                                                                                                                                                   1912.459  -        -               -       -        -                 
[array([[[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
         nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]]],
      dtype=float16), array([[[[ 7.453 ,  4.72  ,  7.53  ,  4.61  ,  5.63  ,  8.13  ,
           6.176 ,  5.41  ,  5.496 ,  7.484 ,  4.125 ,  4.332 ,
           6.184 ,  5.613 ,  4.402 ,  5.184 ,  4.062 ,  5.81  ,
           4.85  ,  5.387 ,  3.824 ,  4.03  ,  4.42  ,  3.82  ,
           4.504 ,  6.156 ,  4.23  ,  5.633 ,  6.484 ,  6.098 ,
           4.453 ,  7.02  ,  5.855 ,  5.78  ,  4.28  ,  5.91  ,
           4.758 ,  7.438 ,  3.705 ,  4.82  ,  5.73  ,  2.525 ,
           5.72  ,  5.24  ,  3.799 ,  5.934 ,  4.746 ,  5.227 ,
           6.203 ,  6.32  ,  7.344 ,  4.13  ,  3.9   ,  3.633 ,
           7.55  ,  3.281 ,  6.625 ,  4.656 ,  5.13  ,  6.082 ,
           2.746 ,  5.902 ,  4.61  ,  4.723 ]],
